"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2011年11月23日","5,479.5","5,483.5","5,592.5","5,453.0","189.10K","-1.40%"
"2011年11月22日","5,557.5","5,656.5","5,685.0","5,535.5","182.79K","-1.15%"
"2011年11月21日","5,622.0","5,750.0","5,783.5","5,590.0","176.65K","-3.40%"
"2011年11月18日","5,820.0","5,758.0","5,904.0","5,755.0","165.71K","-0.50%"
"2011年11月17日","5,849.0","5,870.0","5,927.0","5,760.0","212.34K","-1.29%"
"2011年11月16日","5,925.5","5,849.0","6,036.0","5,835.0","193.46K","-0.40%"
"2011年11月15日","5,949.5","5,928.0","6,018.0","5,817.5","202.98K","-0.86%"
"2011年11月14日","6,001.0","6,089.0","6,135.0","5,924.5","165.73K","-0.79%"
"2011年11月11日","6,048.5","5,921.5","6,070.5","5,856.5","150.40K","3.02%"
"2011年11月10日","5,871.0","5,695.0","5,939.5","5,666.0","215.08K","0.56%"
"2011年11月9日","5,838.5","6,094.0","6,102.0","5,733.0","232.22K","-2.28%"
"2011年11月8日","5,974.5","5,955.0","6,093.5","5,937.5","158.45K","0.78%"
"2011年11月7日","5,928.5","6,003.5","6,034.5","5,837.5","159.06K","-0.97%"
"2011年11月4日","5,986.5","6,180.0","6,194.0","5,932.0","186.41K","-2.78%"
"2011年11月3日","6,158.0","5,810.0","6,202.0","5,794.5","252.56K","3.05%"
"2011年11月2日","5,975.5","5,941.0","5,999.0","5,816.0","166.08K","2.31%"
"2011年11月1日","5,840.5","6,045.0","6,045.0","5,767.5","256.38K","-5.37%"
"2011年10月31日","6,172.0","6,300.0","6,314.5","6,098.0","150.18K","-2.83%"
"2011年10月28日","6,351.5","6,402.0","6,440.0","6,313.5","160.76K","0.32%"
"2011年10月27日","6,331.0","6,200.0","6,442.0","6,177.5","207.62K","5.23%"
"2011年10月26日","6,016.5","6,040.0","6,155.0","5,958.0","180.45K","-0.57%"
"2011年10月25日","6,051.0","6,019.0","6,169.0","5,966.0","202.21K","-0.25%"
"2011年10月24日","6,066.0","6,038.0","6,078.0","5,944.0","142.76K","1.53%"
"2011年10月21日","5,974.5","5,828.0","5,995.0","5,776.0","170.31K","3.33%"
"2011年10月20日","5,782.0","5,825.0","5,925.0","5,754.0","220.15K","-2.31%"
"2011年10月19日","5,919.0","5,950.0","5,988.5","5,844.0","159.78K","0.78%"
"2011年10月18日","5,873.0","5,812.0","5,998.0","5,756.0","197.85K","0.07%"
"2011年10月17日","5,869.0","6,043.5","6,091.0","5,821.0","185.16K","-1.62%"
"2011年10月14日","5,965.5","5,959.0","6,048.0","5,895.0","162.61K","0.91%"
"2011年10月13日","5,911.5","5,979.5","6,046.0","5,885.0","177.46K","-1.38%"
"2011年10月12日","5,994.5","5,845.5","6,038.5","5,807.0","182.19K","2.27%"
"2011年10月11日","5,861.5","5,878.5","5,894.0","5,783.0","140.17K","0.15%"
"2011年10月10日","5,853.0","5,743.5","5,884.5","5,660.5","148.06K","3.02%"
"2011年10月7日","5,681.5","5,653.0","5,759.0","5,613.5","173.05K","0.64%"
"2011年10月6日","5,645.5","5,493.0","5,689.5","5,464.0","241.55K","3.17%"
"2011年10月5日","5,472.0","5,315.0","5,524.5","5,272.0","192.71K","4.58%"
"2011年10月4日","5,232.5","5,291.5","5,344.0","5,132.0","228.81K","-2.99%"
"2011年10月3日","5,393.5","5,356.0","5,448.5","5,267.0","179.60K","-1.42%"
"2011年9月30日","5,471.0","5,630.0","5,637.5","5,427.0","202.60K","-3.13%"
"2011年9月29日","5,647.5","5,561.0","5,715.5","5,540.5","172.82K","1.00%"
"2011年9月28日","5,591.5","5,560.5","5,711.5","5,496.0","194.09K","-0.53%"
"2011年9月27日","5,621.5","5,478.5","5,683.5","5,478.0","214.94K","5.02%"
"2011年9月26日","5,353.0","5,158.0","5,425.5","5,085.0","242.97K","3.06%"
"2011年9月23日","5,194.0","5,193.0","5,242.0","4,980.0","229.34K","0.34%"
"2011年9月22日","5,176.5","5,288.0","5,312.5","5,107.5","232.07K","-4.90%"
"2011年9月21日","5,443.5","5,534.5","5,588.0","5,346.0","174.10K","-2.39%"
"2011年9月20日","5,577.0","5,396.5","5,589.0","5,370.0","174.82K","2.43%"
"2011年9月19日","5,444.5","5,487.0","5,507.0","5,370.0","161.66K","-2.36%"
"2011年9月16日","5,575.9","5,572.5","5,636.5","5,529.0","43.25K","1.39%"
"2011年9月15日","5,499.5","5,392.0","5,582.0","5,373.5","270.39K","3.01%"
"2011年9月14日","5,339.0","5,101.0","5,450.5","5,071.0","364.05K","3.73%"
"2011年9月13日","5,147.0","5,154.5","5,224.5","4,963.0","348.09K","1.32%"
"2011年9月12日","5,080.0","5,079.0","5,149.0","4,962.0","270.08K","-2.03%"
"2011年9月9日","5,185.5","5,352.0","5,402.5","5,140.5","237.92K","-4.08%"
"2011年9月8日","5,406.0","5,424.5","5,474.0","5,307.5","212.95K","0.10%"
"2011年9月7日","5,400.5","5,315.5","5,454.0","5,277.0","187.03K","3.90%"
"2011年9月6日","5,198.0","5,202.0","5,335.0","5,152.0","252.65K","-1.17%"
"2011年9月5日","5,259.5","5,465.0","5,465.0","5,206.5","151.67K","-5.09%"
"2011年9月2日","5,541.5","5,638.5","5,650.0","5,493.0","164.57K","-3.19%"
"2011年9月1日","5,724.0","5,777.5","5,797.5","5,638.0","202.78K","-1.18%"
"2011年8月31日","5,792.5","5,662.0","5,872.5","5,648.5","195.71K","2.59%"
"2011年8月30日","5,646.0","5,710.5","5,731.5","5,572.0","165.48K","-0.54%"
"2011年8月29日","5,676.5","5,637.5","5,718.5","5,588.0","98.53K","2.60%"
"2011年8月26日","5,532.5","5,582.0","5,592.0","5,405.0","200.95K","-1.00%"
"2011年8月25日","5,588.5","5,689.5","5,779.5","5,419.0","242.26K","-1.48%"
"2011年8月24日","5,672.5","5,576.0","5,747.0","5,515.5","170.41K","2.69%"
"2011年8月23日","5,524.0","5,522.5","5,639.0","5,453.0","170.65K","0.89%"
"2011年8月22日","5,475.5","5,411.0","5,595.0","5,393.0","164.63K","-0.43%"
"2011年8月19日","5,499.0","5,538.0","5,598.0","5,346.0","255.49K","-1.74%"
"2011年8月18日","5,596.5","5,867.0","5,898.0","5,533.5","248.51K","-6.04%"
"2011年8月17日","5,956.0","5,964.0","6,023.0","5,875.0","156.10K","-0.72%"
"2011年8月16日","5,999.0","6,037.5","6,050.0","5,851.5","176.67K","-0.46%"
"2011年8月15日","6,026.5","6,077.0","6,112.0","6,010.5","125.18K","0.53%"
"2011年8月12日","5,994.5","5,818.5","6,067.5","5,680.0","206.48K","3.13%"
"2011年8月11日","5,812.5","5,771.0","5,951.5","5,491.5","288.00K","3.62%"
"2011年8月10日","5,609.5","5,990.0","6,121.0","5,541.0","333.24K","-5.58%"
"2011年8月9日","5,941.0","5,748.0","6,034.5","5,497.5","394.27K","-0.36%"
"2011年8月8日","5,962.5","6,081.5","6,283.5","5,717.5","363.03K","-4.71%"
"2011年8月5日","6,257.5","6,261.5","6,449.5","6,125.0","363.97K","-2.49%"
"2011年8月4日","6,417.0","6,700.0","6,750.5","6,257.5","307.79K","-3.43%"
"2011年8月3日","6,645.0","6,712.0","6,797.5","6,551.5","252.39K","-2.60%"
"2011年8月2日","6,822.5","6,957.0","6,972.5","6,714.5","224.56K","-2.60%"
"2011年8月1日","7,004.5","7,260.0","7,299.0","6,860.0","216.41K","-2.46%"
"2011年7月29日","7,181.0","7,090.5","7,206.5","7,078.5","152.89K","-0.42%"
"2011年7月28日","7,211.0","7,201.0","7,221.0","7,125.5","164.95K","-0.81%"
"2011年7月27日","7,270.0","7,346.0","7,362.0","7,203.0","151.96K","-1.36%"
"2011年7月26日","7,370.5","7,371.0","7,399.0","7,317.5","127.39K","0.00%"
"2011年7月25日","7,370.5","7,288.0","7,384.5","7,274.5","121.70K","0.46%"
"2011年7月22日","7,336.5","7,359.0","7,373.5","7,281.5","123.24K","0.34%"
"2011年7月21日","7,311.5","7,260.5","7,344.5","7,156.5","201.35K","1.04%"
"2011年7月20日","7,236.5","7,255.0","7,282.0","7,182.5","148.02K","0.40%"
"2011年7月19日","7,208.0","7,154.0","7,256.5","7,151.0","146.12K","0.90%"
"2011年7月18日","7,143.5","7,207.5","7,212.5","7,106.5","154.47K","-1.47%"
"2011年7月15日","7,250.0","7,217.0","7,274.0","7,157.0","148.89K","0.08%"
"2011年7月14日","7,244.0","7,220.0","7,290.0","7,176.0","152.59K","-0.62%"
"2011年7月13日","7,289.0","7,180.5","7,301.5","7,167.5","165.26K","1.31%"
"2011年7月12日","7,195.0","7,163.0","7,225.0","7,014.5","224.86K","-0.83%"
"2011年7月11日","7,255.0","7,410.0","7,416.5","7,209.5","174.26K","-2.32%"
"2011年7月8日","7,427.0","7,524.5","7,547.0","7,411.0","149.26K","-0.95%"
"2011年7月7日","7,498.0","7,505.0","7,540.0","7,464.0","119.73K","0.64%"
"2011年7月6日","7,450.5","7,490.5","7,495.0","7,419.0","129.57K","-0.27%"
"2011年7月5日","7,471.0","7,466.0","7,499.0","7,445.5","113.59K","0.11%"
"2011年7月4日","7,463.0","7,449.0","7,474.0","7,438.5","47.43K","0.38%"
"2011年7月1日","7,435.0","7,419.5","7,477.0","7,380.0","120.66K","0.59%"
"2011年6月30日","7,391.5","7,344.0","7,415.5","7,309.0","117.48K","0.94%"
"2011年6月29日","7,322.5","7,224.0","7,345.0","7,223.5","155.46K","1.78%"
"2011年6月28日","7,194.5","7,149.5","7,233.5","7,098.0","153.92K","0.89%"
"2011年6月27日","7,131.0","7,119.0","7,171.5","7,101.5","115.56K","-0.29%"
"2011年6月24日","7,152.0","7,259.0","7,298.0","7,121.0","190.85K","-0.26%"
"2011年6月23日","7,171.0","7,261.5","7,275.5","7,143.0","160.90K","-1.92%"
"2011年6月22日","7,311.5","7,308.5","7,337.0","7,276.0","133.58K","0.09%"
"2011年6月21日","7,305.0","7,199.0","7,339.0","7,198.5","137.63K","1.75%"
"2011年6月20日","7,179.5","7,138.0","7,195.0","7,086.0","135.05K","-0.34%"
"2011年6月17日","7,203.7","7,076.5","7,166.5","7,036.0","41.41K","1.36%"
"2011年6月16日","7,107.0","7,065.0","7,118.5","7,016.5","194.09K","-0.18%"
"2011年6月15日","7,120.0","7,191.5","7,203.5","7,072.0","251.11K","-1.12%"
"2011年6月14日","7,201.0","7,131.5","7,234.0","7,126.0","219.64K","1.53%"
"2011年6月13日","7,092.5","7,066.0","7,125.5","7,042.0","108.33K","0.26%"
"2011年6月10日","7,074.0","7,147.0","7,185.0","7,046.0","159.80K","-1.15%"
"2011年6月9日","7,156.5","7,050.0","7,192.5","7,035.5","154.60K","1.41%"
"2011年6月8日","7,057.0","7,060.0","7,092.0","6,992.5","166.32K","-0.75%"
"2011年6月7日","7,110.0","7,066.0","7,152.0","7,066.0","150.04K","0.23%"
"2011年6月6日","7,093.5","7,100.0","7,128.5","7,042.0","144.98K","-0.13%"
"2011年6月3日","7,103.0","7,100.0","7,148.5","7,023.0","161.10K","0.21%"
"2011年6月2日","7,088.0","7,145.0","7,161.0","7,069.5","155.02K","-1.92%"
"2011年6月1日","7,226.5","7,345.0","7,347.5","7,131.0","158.18K","-0.95%"
"2011年5月31日","7,296.0","7,231.5","7,337.5","7,222.0","138.96K","1.80%"
"2011年5月30日","7,167.0","7,153.5","7,209.0","7,143.0","33.80K","-0.03%"
"2011年5月27日","7,169.0","7,190.0","7,211.0","7,117.5","120.75K","0.71%"
"2011年5月26日","7,118.5","7,200.5","7,221.5","7,091.0","156.42K","-0.86%"
"2011年5月25日","7,180.5","7,078.0","7,207.5","7,067.5","145.51K","0.43%"
"2011年5月24日","7,150.0","7,130.0","7,209.0","7,121.0","141.29K","0.15%"
"2011年5月23日","7,139.0","7,200.0","7,202.0","7,107.0","143.64K","-1.82%"
"2011年5月20日","7,271.5","7,384.0","7,417.5","7,232.5","159.68K","-1.12%"
"2011年5月19日","7,353.5","7,345.0","7,429.0","7,321.0","156.02K","0.55%"
"2011年5月18日","7,313.0","7,330.0","7,350.0","7,268.0","128.74K","0.45%"
"2011年5月17日","7,280.5","7,342.0","7,377.5","7,251.5","183.37K","-1.48%"
"2011年5月16日","7,389.5","7,348.0","7,411.5","7,292.5","149.47K","-0.28%"
"2011年5月13日","7,410.5","7,499.5","7,519.5","7,356.5","157.57K","-0.56%"
"2011年5月12日","7,452.5","7,454.0","7,504.5","7,366.0","163.73K","-0.81%"
"2011年5月11日","7,513.5","7,535.0","7,579.5","7,450.0","135.22K","0.09%"
"2011年5月10日","7,507.0","7,429.5","7,547.0","7,426.0","134.84K","1.08%"
"2011年5月9日","7,426.5","7,452.5","7,502.0","7,390.5","133.59K","-1.04%"
"2011年5月6日","7,504.5","7,387.5","7,519.0","7,378.0","150.94K","1.60%"
"2011年5月5日","7,386.5","7,428.5","7,443.5","7,309.0","170.82K","-0.10%"
"2011年5月4日","7,394.0","7,479.0","7,561.5","7,378.5","179.42K","-1.68%"
"2011年5月3日","7,520.0","7,525.0","7,545.5","7,469.5","120.27K","-0.46%"
"2011年5月2日","7,555.0","7,599.5","7,624.0","7,518.0","98.48K","0.34%"
"2011年4月29日","7,529.5","7,495.5","7,548.5","7,484.0","68.26K","0.47%"
"2011年4月28日","7,494.5","7,484.5","7,516.0","7,442.5","112.84K","1.03%"
"2011年4月27日","7,418.0","7,385.5","7,479.0","7,373.5","109.50K","0.62%"
"2011年4月26日","7,372.0","7,306.5","7,393.0","7,291.5","90.37K","0.55%"
"2011年4月25日","7,331.7","7,331.3","7,334.1","7,329.9","-","0.14%"
"2011年4月22日","7,321.3","7,321.3","7,321.3","7,321.3","-","0.11%"
"2011年4月21日","7,313.0","7,305.0","7,334.5","7,293.0","92.59K","0.76%"
"2011年4月20日","7,257.5","7,136.0","7,281.5","7,128.0","150.41K","2.96%"
"2011年4月19日","7,049.0","7,051.0","7,098.0","7,043.5","106.71K","0.04%"
"2011年4月18日","7,046.5","7,198.0","7,201.5","7,009.0","174.52K","-2.02%"
"2011年4月15日","7,192.0","7,172.0","7,212.0","7,160.5","128.50K","0.33%"
"2011年4月14日","7,168.5","7,190.0","7,205.0","7,114.0","147.09K","-0.46%"
"2011年4月13日","7,201.5","7,152.0","7,222.5","7,143.5","134.37K","1.03%"
"2011年4月12日","7,128.0","7,175.0","7,200.5","7,109.0","146.45K","-1.36%"
"2011年4月11日","7,226.5","7,224.0","7,245.0","7,173.5","109.02K","0.05%"
"2011年4月8日","7,223.0","7,241.0","7,253.0","7,189.0","93.42K","0.31%"
"2011年4月7日","7,200.5","7,224.0","7,261.0","7,192.5","134.22K","-0.50%"
"2011年4月6日","7,236.5","7,215.5","7,262.5","7,175.5","134.51K","0.53%"
"2011年4月5日","7,198.5","7,213.5","7,217.0","7,148.0","106.99K","-0.01%"
"2011年4月4日","7,199.5","7,195.5","7,220.0","7,182.0","85.25K","0.01%"
"2011年4月1日","7,198.5","7,100.0","7,213.5","7,090.5","121.90K","1.70%"
"2011年3月31日","7,078.5","7,099.0","7,100.5","7,056.0","108.02K","0.10%"
"2011年3月30日","7,071.5","7,017.0","7,091.0","7,015.0","114.96K","1.62%"
"2011年3月29日","6,959.0","6,955.0","6,980.0","6,885.0","134.99K","-0.02%"
"2011年3月28日","6,960.5","6,963.0","7,003.5","6,935.0","115.28K","-0.30%"
"2011年3月25日","6,981.5","6,996.0","7,006.0","6,940.0","114.46K","0.32%"
"2011年3月24日","6,959.0","6,822.0","6,980.0","6,805.5","160.57K","2.01%"
"2011年3月23日","6,822.0","6,788.0","6,840.0","6,738.5","162.79K","0.21%"
"2011年3月22日","6,807.5","6,841.0","6,847.5","6,785.5","131.02K","-0.30%"
"2011年3月21日","6,828.0","6,740.0","6,849.0","6,733.0","138.09K","2.07%"
"2011年3月18日","6,689.7","6,725.0","6,735.0","6,668.0","27.93K","0.54%"
"2011年3月17日","6,653.5","6,520.0","6,692.5","6,515.0","248.29K","1.90%"
"2011年3月16日","6,529.5","6,623.5","6,736.0","6,412.5","394.09K","-2.02%"
"2011年3月15日","6,664.0","6,661.5","6,717.5","6,483.5","407.26K","-3.07%"
"2011年3月14日","6,875.0","6,935.0","6,949.0","6,848.0","288.52K","-1.54%"
"2011年3月11日","6,982.5","6,991.5","7,018.0","6,967.0","166.40K","-1.03%"
"2011年3月10日","7,055.0","7,087.5","7,111.5","7,023.0","187.79K","-1.02%"
"2011年3月9日","7,128.0","7,150.5","7,220.0","7,109.5","168.76K","-0.50%"
"2011年3月8日","7,164.0","7,194.0","7,226.5","7,072.0","205.14K","-0.01%"
"2011年3月7日","7,165.0","7,146.0","7,274.0","7,124.5","187.40K","-0.11%"
"2011年3月4日","7,173.0","7,266.5","7,315.0","7,130.0","181.45K","-0.69%"
"2011年3月3日","7,222.5","7,220.0","7,297.5","7,192.0","176.20K","0.43%"
"2011年3月2日","7,191.5","7,155.5","7,207.0","7,125.5","161.74K","-0.46%"
"2011年3月1日","7,224.5","7,330.0","7,360.5","7,168.5","172.47K","-0.70%"
"2011年2月28日","7,275.5","7,179.5","7,309.5","7,151.5","145.37K","1.25%"
"2011年2月25日","7,185.5","7,142.0","7,203.5","7,131.5","118.18K","0.71%"
"2011年2月24日","7,135.0","7,179.0","7,182.5","7,083.5","191.32K","-1.01%"
"2011年2月23日","7,208.0","7,283.0","7,316.0","7,149.0","188.89K","-1.60%"
"2011年2月22日","7,325.5","7,310.5","7,356.5","7,252.0","184.60K","-0.01%"
"2011年2月21日","7,326.5","7,418.0","7,448.0","7,315.5","109.65K","-1.27%"
"2011年2月18日","7,421.0","7,419.0","7,430.5","7,383.5","103.35K","0.24%"
"2011年2月17日","7,403.0","7,422.0","7,439.0","7,368.0","121.01K","-0.34%"
"2011年2月16日","7,428.5","7,430.0","7,443.5","7,406.0","119.90K","0.30%"
"2011年2月15日","7,406.0","7,413.0","7,427.0","7,382.0","110.58K","0.09%"
"2011年2月14日","7,399.5","7,408.5","7,429.0","7,384.5","96.67K","0.20%"
"2011年2月11日","7,385.0","7,320.0","7,403.5","7,287.0","135.11K","0.60%"
"2011年2月10日","7,341.0","7,336.0","7,360.0","7,275.0","148.62K","0.27%"
"2011年2月9日","7,321.0","7,324.0","7,358.0","7,318.5","116.64K","0.03%"
"2011年2月8日","7,318.5","7,288.0","7,341.0","7,277.5","121.95K","0.43%"
"2011年2月7日","7,287.0","7,236.0","7,295.0","7,218.5","116.04K","0.98%"
"2011年2月4日","7,216.5","7,212.5","7,236.0","7,192.0","107.62K","0.35%"
"2011年2月3日","7,191.0","7,176.5","7,222.5","7,152.5","117.23K","0.07%"
"2011年2月2日","7,186.0","7,199.5","7,228.0","7,166.5","118.38K","0.01%"
"2011年2月1日","7,185.5","7,123.0","7,205.0","7,113.0","135.25K","1.26%"
"2011年1月31日","7,096.0","7,100.0","7,116.0","7,041.0","140.06K","-0.27%"
"2011年1月28日","7,115.0","7,162.0","7,184.5","7,080.0","149.61K","-0.67%"
"2011年1月27日","7,163.0","7,150.0","7,189.0","7,122.5","137.21K","0.46%"
"2011年1月26日","7,130.5","7,102.0","7,169.5","7,094.0","123.03K","0.95%"
"2011年1月25日","7,063.5","7,102.0","7,113.5","7,053.5","139.33K","-0.18%"
"2011年1月24日","7,076.0","7,097.5","7,104.5","7,010.5","127.39K","0.08%"
"2011年1月21日","7,070.0","7,051.0","7,131.5","7,033.0","146.97K","0.52%"
"2011年1月20日","7,033.5","7,080.0","7,095.0","7,015.5","160.92K","-0.79%"
"2011年1月19日","7,089.5","7,181.0","7,193.0","7,073.0","131.92K","-0.83%"
"2011年1月18日","7,149.0","7,086.0","7,165.0","7,085.0","113.74K","0.95%"
"2011年1月17日","7,081.5","7,087.5","7,095.0","7,063.5","57.20K","-0.12%"
"2011年1月14日","7,090.0","7,061.0","7,110.5","7,023.0","121.17K","0.20%"
"2011年1月13日","7,076.0","7,094.5","7,098.0","7,045.5","122.25K","-0.02%"
"2011年1月12日","7,077.5","6,952.5","7,097.0","6,952.0","142.60K","1.79%"
"2011年1月11日","6,953.0","6,890.5","6,959.5","6,867.0","131.37K","1.06%"
"2011年1月10日","6,880.0","6,945.0","6,952.0","6,842.5","142.05K","-1.17%"
"2011年1月7日","6,961.5","6,991.0","7,022.5","6,934.0","158.95K","-0.40%"
"2011年1月6日","6,989.5","6,962.0","7,059.0","6,956.0","137.77K","0.62%"
"2011年1月5日","6,946.5","6,960.5","6,981.0","6,852.5","158.44K","-0.52%"
"2011年1月4日","6,983.0","6,989.5","7,038.0","6,963.0","115.12K","-0.21%"
"2011年1月3日","6,998.0","7,001.5","7,042.5","6,977.0","94.72K","0.58%"
"2010年12月31日","6,957.5","6,936.5","6,957.5","6,903.1","-","0.44%"
"2010年12月30日","6,927.0","7,010.0","7,023.0","6,910.0","45.47K","-1.11%"
"2010年12月29日","7,005.0","7,006.5","7,024.0","6,996.5","48.77K","0.26%"
"2010年12月28日","6,986.5","7,005.5","7,010.0","6,971.0","33.12K","-0.14%"
"2010年12月27日","6,996.5","7,080.5","7,083.5","6,915.0","61.43K","-1.10%"
"2010年12月24日","7,074.0","7,074.0","7,074.0","7,074.0","-","0.01%"
"2010年12月23日","7,073.5","7,100.0","7,100.5","7,057.0","45.52K","-0.29%"
"2010年12月22日","7,094.0","7,094.0","7,102.0","7,084.0","43.45K","0.08%"
"2010年12月21日","7,088.5","7,065.0","7,105.5","7,059.0","65.98K","0.73%"
"2010年12月20日","7,037.0","7,005.0","7,086.5","7,003.0","93.48K","0.39%"
"2010年12月17日","7,009.4","7,033.0","7,042.0","7,005.0","21.89K","-0.19%"
"2010年12月16日","7,023.0","7,012.0","7,035.0","6,990.0","176.81K","0.00%"
"2010年12月15日","7,023.0","7,006.0","7,031.5","6,964.5","235.53K","-0.04%"
"2010年12月14日","7,026.0","7,022.5","7,038.0","7,012.0","188.44K","-0.01%"
"2010年12月13日","7,027.0","7,013.0","7,046.0","7,013.0","123.48K","0.35%"
"2010年12月10日","7,002.5","7,005.0","7,028.5","6,974.0","108.11K","0.55%"
"2010年12月9日","6,964.0","7,010.5","7,029.0","6,946.5","151.23K","-0.16%"
"2010年12月8日","6,975.0","6,981.5","7,014.5","6,957.0","145.13K","-0.34%"
"2010年12月7日","6,999.0","6,974.5","7,043.5","6,962.5","169.65K","0.68%"
"2010年12月6日","6,951.5","6,969.0","6,979.0","6,927.5","104.20K","-0.02%"
"2010年12月3日","6,953.0","6,956.0","6,980.0","6,916.5","133.96K","-0.07%"
"2010年12月2日","6,958.0","6,876.0","6,967.5","6,843.0","220.60K","1.38%"
"2010年12月1日","6,863.5","6,727.0","6,889.5","6,725.0","197.09K","2.41%"
"2010年11月30日","6,702.0","6,728.0","6,766.5","6,660.5","216.87K","-0.28%"
"2010年11月29日","6,720.5","6,861.5","6,910.5","6,687.0","233.24K","-1.99%"
"2010年11月26日","6,857.0","6,850.0","6,875.0","6,781.5","151.13K","-0.41%"
"2010年11月25日","6,885.5","6,833.5","6,889.5","6,825.0","67.77K","0.89%"
"2010年11月24日","6,824.5","6,747.5","6,854.5","6,703.5","161.21K","1.55%"
"2010年11月23日","6,720.5","6,802.0","6,833.0","6,711.5","188.96K","-1.59%"
"2010年11月22日","6,829.0","6,887.5","6,907.5","6,797.0","159.14K","-0.22%"
"2010年11月19日","6,844.0","6,845.0","6,873.0","6,798.5","148.48K","0.21%"
"2010年11月18日","6,829.5","6,760.5","6,845.0","6,759.5","149.68K","1.84%"
"2010年11月17日","6,706.0","6,675.0","6,714.0","6,660.0","131.72K","0.43%"
"2010年11月16日","6,677.5","6,761.0","6,776.5","6,654.5","186.35K","-1.66%"
"2010年11月15日","6,790.0","6,710.0","6,820.5","6,685.0","146.25K","0.75%"
"2010年11月12日","6,739.5","6,681.0","6,767.5","6,625.5","205.48K","0.10%"
"2010年11月11日","6,733.0","6,756.5","6,768.5","6,708.0","133.19K","0.02%"
"2010年11月10日","6,731.5","6,775.5","6,791.0","6,690.0","159.47K","-0.96%"
"2010年11月9日","6,796.5","6,753.5","6,818.5","6,740.5","122.80K","0.53%"
"2010年11月8日","6,760.5","6,753.5","6,776.0","6,735.5","102.42K","0.07%"
"2010年11月5日","6,756.0","6,745.0","6,786.0","6,720.0","135.59K","0.27%"
"2010年11月4日","6,738.0","6,670.5","6,766.5","6,665.0","142.69K","1.82%"
"2010年11月3日","6,617.5","6,674.0","6,693.5","6,608.5","134.31K","-0.70%"
"2010年11月2日","6,664.0","6,609.5","6,684.0","6,603.0","110.58K","0.78%"
"2010年11月1日","6,612.5","6,666.5","6,680.0","6,565.5","143.85K","-0.11%"
"2010年10月29日","6,619.5","6,583.5","6,640.0","6,578.0","119.90K","0.12%"
"2010年10月28日","6,611.5","6,611.0","6,657.5","6,585.0","133.75K","0.48%"
"2010年10月27日","6,580.0","6,613.0","6,639.0","6,562.5","145.07K","-0.80%"
"2010年10月26日","6,633.0","6,649.5","6,656.0","6,588.0","126.35K","-0.25%"
"2010年10月25日","6,649.5","6,667.5","6,684.0","6,635.0","105.25K","0.54%"
"2010年10月22日","6,614.0","6,614.0","6,633.0","6,595.5","95.19K","0.02%"
"2010年10月21日","6,613.0","6,525.0","6,631.5","6,514.0","161.22K","1.16%"
"2010年10月20日","6,537.0","6,499.5","6,546.5","6,471.0","125.11K","0.61%"
"2010年10月19日","6,497.5","6,516.5","6,556.0","6,463.0","151.19K","-0.44%"
"2010年10月18日","6,526.5","6,476.0","6,561.5","6,467.0","119.28K","0.55%"
"2010年10月15日","6,490.5","6,486.0","6,523.5","6,447.0","161.38K","0.35%"
"2010年10月14日","6,468.0","6,460.0","6,494.5","6,450.5","136.84K","0.36%"
"2010年10月13日","6,444.5","6,329.5","6,466.5","6,329.5","169.50K","2.03%"
"2010年10月12日","6,316.5","6,278.0","6,341.5","6,230.0","145.50K","0.02%"
"2010年10月11日","6,315.0","6,305.0","6,335.0","6,295.0","72.06K","0.25%"
"2010年10月8日","6,299.0","6,293.0","6,314.0","6,245.0","127.35K","0.30%"
"2010年10月7日","6,280.0","6,260.5","6,332.5","6,242.5","141.91K","0.14%"
"2010年10月6日","6,271.5","6,254.0","6,299.0","6,250.0","129.40K","0.77%"
"2010年10月5日","6,223.5","6,164.0","6,271.5","6,125.0","158.95K","1.24%"
"2010年10月4日","6,147.0","6,217.0","6,234.0","6,118.5","144.93K","-1.05%"
"2010年10月1日","6,212.0","6,250.0","6,304.0","6,195.0","198.16K","-0.46%"
"2010年9月30日","6,241.0","6,231.5","6,348.0","6,193.5","196.83K","-0.27%"
"2010年9月29日","6,258.0","6,286.0","6,336.5","6,230.0","174.14K","-0.45%"
"2010年9月28日","6,286.0","6,290.0","6,322.0","6,205.0","198.14K","0.01%"
"2010年9月27日","6,285.5","6,332.5","6,340.0","6,280.5","100.42K","-0.25%"
"2010年9月24日","6,301.5","6,182.0","6,323.0","6,152.5","168.86K","1.87%"
"2010年9月23日","6,186.0","6,263.5","6,274.0","6,136.5","179.33K","-0.56%"
"2010年9月22日","6,221.0","6,313.0","6,314.0","6,201.5","162.93K","-1.18%"
"2010年9月21日","6,295.5","6,303.5","6,349.5","6,275.0","144.34K","-0.06%"
"2010年9月20日","6,299.0","6,248.0","6,327.5","6,227.5","128.10K","-0.07%"
"2010年9月17日","6,303.5","6,310.0","6,328.5","6,297.0","22.37K","0.83%"
"2010年9月16日","6,251.5","6,254.5","6,282.0","6,232.0","148.95K","-0.26%"
"2010年9月15日","6,268.0","6,280.5","6,288.5","6,228.5","217.17K","-0.19%"
"2010年9月14日","6,280.0","6,253.5","6,290.0","6,231.0","199.40K","0.25%"
"2010年9月13日","6,264.5","6,268.5","6,293.0","6,232.0","146.01K","0.76%"
"2010年9月10日","6,217.5","6,202.0","6,226.0","6,183.5","107.64K","0.06%"
